"List of plants for all fuels, United States, all sectors"
"https://www.eia.gov/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=g&geo=g&sec=g&freq=A&datecode=2020&rtype=s&start=200101&end=202106&chartindexed=2&ctype=linechart&ltype=pin&pin=&rse=0&maptype=0"
"Fri Sep 24 2021 11:31:46 GMT-0700 (PDT)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types"
"Ridgeview",55925,"WI","Electric utility non-cogen","IC","LFG"
"Ridgewind",57386,"MN","Electric utility non-cogen","WT","WND"
"Rifle Generating Station",10755,"CO","Electric utility","CT","NG"
"Riley",63925,"OR","Electric utility non-cogen","PV","SUN"
"Riley Generating Station",56503,"MI","Electric utility","IC","NG"
"Riley Road LLC",63369,"NY","Electric utility non-cogen","PV","SUN"
"Rincon Solar I",60702,"GA","Electric utility non-cogen","PV","SUN"
"Rinehart",57685,"FL","Electric utility non-cogen","PV","SUN"
"Ringer Hill Wind Farm, LLC",60329,"PA","Electric utility non-cogen","WT","WND"
"Rio",2631,"NY","Electric utility non-cogen","HY","WAT"
"Rio Bravo",55039,"NM","Electric utility","GT","NG,DFO"
"Rio Bravo Fresno",10767,"CA","Electric utility non-cogen","ST","NG,WDS"
"Rio Bravo Hydro Project",50037,"CA","Electric utility non-cogen","HY","WAT"
"Rio Bravo Rocklin",10772,"CA","Electric utility non-cogen","ST","NG,WDS"
"Rio Bravo Solar 1 LLC",59249,"CA","Electric utility non-cogen","PV","SUN"
"Rio Bravo Solar II LLC",59250,"CA","Electric utility non-cogen","PV","SUN"
"Rio Bravo Windpower, LLC",61865,"TX","Electric utility non-cogen","WT","WND"
"Rio Communities Solar Energy Center",60198,"NM","Electric utility","PV","SUN"
"Rio De Oro Solar Energy Center",62597,"NM","Electric utility","PV","SUN"
"Rio Grande",2444,"NM","Electric utility","GT,ST","NG"
"Rio Grande Valley Sugar Growers",54338,"TX","Industrial cogen","IC,ST","NG,DFO,AB"
"Rio Hondo",482,"CA","Electric utility","HY","WAT"
"Rio Nogales Power Project",55137,"TX","Electric utility","CA,CT","NG"
"Rio Rancho High School",58589,"NM","Electric utility non-cogen","PV","SUN"
"Rio Rancho Solar Energy Center",63184,"NM","Electric utility","PV","SUN"
"Rio Rico Solar",59044,"AZ","Electric utility","PV","SUN"
"Ripon Generation Station",56135,"CA","Electric utility","GT","NG"
"Rippey Solar",62773,"TX","Electric utility non-cogen","PV","SUN"
"Rippey Wind Farm",57830,"IA","Electric utility non-cogen","WT","WND"
"Rising Paper",60493,"MA","Electric utility non-cogen","PV","SUN"
"Rising Tree Wind Farm",57621,"CA","Electric utility non-cogen","WT","WND"
"Rising Tree Wind Farm II",59235,"CA","Electric utility non-cogen","WT","WND"
"Rising Tree Wind Farm III",59236,"CA","Electric utility non-cogen","WT","WND"
"River Bend",6462,"LA","Electric utility","ST","NUC"
"River Bend Solar, LLC",60058,"AL","Electric utility non-cogen","PV","SUN"
"River Bend Solar, LLC",61289,"MT","Electric utility non-cogen","PV","SUN"
"River Hills",1084,"IA","Electric utility","GT","NG"
"River Mill",3049,"OR","Electric utility","HY","WAT"
"River Mountains Solar",59747,"NV","Electric utility non-cogen","PV","SUN"
"River Road Gen Plant",7605,"WA","Electric utility","CS","NG"
"River Road Solar, LLC",60487,"NC","Electric utility non-cogen","PV","SUN"
"River Rouge",1740,"MI","Electric utility","IC,ST","BFG,NG,DFO,BIT,SUB,OG"
"River Solar",61947,"SC","Electric utility non-cogen","PV","SUN"
"River Terminal Development Solar",60843,"NJ","Commercial non-cogen","PV","SUN"
"River Valley",10671,"OK","Electric utility","ST","NG,BIT,SUB"
"Riverbay",52168,"NY","Commercial cogen","GT,IC,ST","NG,DFO"
"Riverbend Landfill",57019,"OR","Electric utility non-cogen","IC","LFG"
"Riverhead",58789,"NY","Electric utility non-cogen","PV","SUN"
"Riverhead Solar Farm",62017,"NY","Electric utility non-cogen","PV","SUN"
"Riverside",1081,"IA","Electric utility","ST","NG"
"Riverside (MN)",1927,"MN","Electric utility","CA,CT","NG,DFO"
"Riverside (OK)",4940,"OK","Electric utility","GT,ST","NG"
"Riverside Energy Center",55641,"WI","Electric utility","CA,CT","NG"
"Riverside Energy Resource Center",56143,"CA","Electric utility","GT","NG"
"Riverside Generating LLC",55198,"KY","Electric utility non-cogen","GT","NG"
"Riverside Holyoke",1607,"MA","Electric utility","HY","WAT"
"Riverside Renewable Energy LLC",58036,"NJ","Electric utility non-cogen","PV","SUN"
"Riverton",1239,"KS","Electric utility","CA,GT,CT","NG,DFO"
"Riverview Energy Center",55963,"CA","Electric utility non-cogen","GT","NG"
"Riverview Energy Systems",54057,"MI","Electric utility non-cogen","GT","LFG"
"Riverview Solar",63092,"CO","Electric utility","PV","SUN"
"Riverwood International Macon Mill",54464,"GA","Industrial cogen","ST","SLW,WDS,NG,BLQ,WO"
"Riviera",619,"FL","Electric utility","CA,CT","NG,DFO"
"Roadrunner Solar",57338,"NM","Electric utility non-cogen","PV","SUN"
"Roadrunner, LLC",62561,"TX","Electric utility non-cogen","PV","SUN"
"Roanoke Rapids",2758,"NC","Electric utility","HY","WAT"
"Roaring Creek Water Power",10881,"CA","Electric utility non-cogen","HY","WAT"
"Robbins Lumber",50230,"ME","Industrial cogen","IC","DFO"
"Robbs Peak",433,"CA","Electric utility","HY","WAT"
"Roberds Garden CSG",63480,"MN","Electric utility non-cogen","PV","SUN"
"Robert A Reid",1383,"KY","Electric utility","GT","NG"
"Robert D Willis",7200,"TX","Electric utility","HY","WAT"
"Robert Moses Niagara",2693,"NY","Electric utility","HY","WAT"
"Robert Moses Power Dam",2694,"NY","Electric utility","HY","WAT"
"Robert Mueller Energy Center",56374,"TX","Electric utility","GT,IC","NG,DFO"
"Robert O Schulz Solar Farm",57579,"CA","Electric utility","PV","SUN"
"Robert P Mone Plant",7872,"OH","Electric utility","GT","NG,DFO"
"Robert S Kerr",2985,"OK","Electric utility","HY","WAT"
"Robeson County LFG to Energy",59763,"NC","Commercial non-cogen","IC","LFG"
"Robins",7348,"GA","Electric utility","GT","NG,DFO"
"Rochelle Energy Center",58377,"IL","Electric utility non-cogen","IC","LFG"
"Rochester 2",2639,"NY","Electric utility","HY","WAT"
"Rochester 26",2638,"NY","Electric utility","HY","WAT"
"Rochester 5",2641,"NY","Electric utility","HY","WAT"
"Rochester Hydro",2007,"MN","Electric utility","HY","WAT"
"Rock County Wind Fuel, LLC",63460,"MN","Electric utility non-cogen","WT","WND"
"Rock Creek",275,"CA","Electric utility","HY","WAT"
"Rock Creek 2 CSG",64265,"CO","Electric utility non-cogen","PV","SUN"
"Rock Creek Dairy",58142,"ID","Electric utility non-cogen","IC","OBG"
"Rock Creek I",50987,"ID","Electric utility non-cogen","HY","WAT"
"Rock Creek II",10809,"ID","Electric utility non-cogen","HY","WAT"
"Rock Creek LP",50892,"CA","Electric utility non-cogen","HY","WAT"
"Rock Creek Wind Project",60655,"MO","Electric utility non-cogen","WT","WND"
"Rock Falls Wind Farm LLC",61261,"OK","Electric utility non-cogen","WT","WND"
"Rock Farm",58347,"NC","Electric utility non-cogen","PV","SUN"
"Rock Garden Solar, LLC",63779,"OR","Electric utility non-cogen","PV","SUN"
"Rock Hall",58241,"MD","Electric utility non-cogen","PV","SUN"
"Rock Island",6200,"WA","Electric utility","HY","WAT"
"Rock Lake CT",6741,"MN","Electric utility","GT","DFO"
"Rock Rapids",1181,"IA","Electric utility","IC","DFO"
"Rock River",4057,"WI","Electric utility","GT","NG"
"Rock River I LLC",55740,"WY","Electric utility non-cogen","WT","WND"
"Rock Solid",59319,"NJ","Electric utility non-cogen","PV","SUN"
"RockGen Energy Center",55391,"WI","Electric utility non-cogen","GT","NG,DFO"
"Rockfish Solar LLC",59811,"MD","Electric utility non-cogen","PV","SUN"
"Rockford",1180,"IA","Electric utility","IC","DFO"
"Rockford Solar Farm",58643,"IL","Electric utility non-cogen","PV","SUN"
"Rockingham County CT Station",55116,"NC","Electric utility","GT","NG,DFO"
"Rockingham Solar, LLC",60106,"NC","Electric utility non-cogen","PV","SUN"
"Rockland Bakery Inc.",62619,"NY","Commercial non-cogen","IC","NG,DFO"
"Rockland Solar CSG",59090,"MA","Electric utility non-cogen","PV","SUN"
"Rockland Wind Farm",57766,"ID","Electric utility non-cogen","WT","WND"
"Rockport",6166,"IN","Electric utility","ST","BIT,DFO,SUB"
"Rocksprings",60217,"TX","Electric utility non-cogen","WT","WND"
"Rockton",903,"IL","Electric utility non-cogen","HY","WAT"
"Rockville 1 & 2",56692,"VA","Electric utility non-cogen","IC","DFO"
"Rockville Solar I LLC",58942,"IN","Electric utility non-cogen","PV","SUN"
"Rockville Solar II, LLC",58953,"IN","Electric utility non-cogen","PV","SUN"
"Rockwell Solar LLC",58668,"NC","Electric utility non-cogen","PV","SUN"
"Rockwood",7824,"CA","Electric utility","GT","NG,DFO"
"Rocky Brook Hydroelectric",50228,"WA","Electric utility non-cogen","HY","WAT"
"Rocky Ford",6516,"CO","Electric utility","IC","DFO"
"Rocky Mount Mill",50468,"NC","Industrial non-cogen","HY","WAT"
"Rocky Mountain Energy Center",55835,"CO","Electric utility","CA,CT","NG"
"Rocky Mountain Hydroelectric Plant",6189,"GA","Electric utility","PS","WAT"
"Rocky Reach",3883,"WA","Electric utility","HY","WAT"
"Rocky Ridge Wind Project",58078,"OK","Electric utility non-cogen","WT","WND"
"Rocky River (CT)",539,"CT","Electric utility non-cogen","PS","WAT"
"Rocky River (SC)",3305,"SC","Electric utility","HY,IC","WAT,DFO"
"Rocky Road Power LLC",55109,"IL","Electric utility non-cogen","GT","NG"
"Rodeo Solar C2",58751,"CA","Electric utility non-cogen","PV","SUN"
"Rodeo Solar D2",58752,"CA","Electric utility non-cogen","PV","SUN"
"Roeder Family Wind Farm LLC",58089,"IA","Electric utility non-cogen","WT","WND"
"Roger Road WWTP",57524,"AZ","Electric utility non-cogen","PV","SUN"
"Rogers",1716,"MI","Electric utility","HY","WAT"
"Rokeby",6373,"NE","Electric utility","GT","NG,DFO"
"Rolfe Canal Hydro",50351,"NH","Electric utility non-cogen","HY","WAT"
"Rolla Solar Farm (MO)",60705,"MO","Electric utility non-cogen","PV","SUN"
"Rolling Hills",56842,"WY","Electric utility","WT","WND"
"Rolling Hills Generating",55401,"OH","Electric utility non-cogen","GT","NG"
"Rolling Hills Wind Farm",57501,"IA","Electric utility","WT","WND"
"Rolling Thunder Wind Farm Hybrid",57045,"SD","Electric utility non-cogen","WT","WND"
"Rollingstone Holdco CSG",62037,"MN","Electric utility non-cogen","PV","SUN"
"Rollins",34,"CA","Electric utility non-cogen","HY","WAT"
"Rollins Wind Project",56990,"ME","Electric utility non-cogen","WT","WND"
"Rollinsford",54418,"NH","Electric utility","HY","WAT"
"Romark PA Solar",57465,"PA","Electric utility non-cogen","PV","SUN"
"Roosevelt",149,"AZ","Electric utility","HY","WAT"
"Roosevelt County",58771,"NM","Electric utility non-cogen","WT","WND"
"Roper Farm, LLC",60761,"NC","Electric utility non-cogen","PV","SUN"
"Roquette America",57953,"IA","Industrial cogen","CT,ST","NG,BIT,PC"
"Roscoe Wind Farm LLC",56593,"TX","Electric utility non-cogen","WT","WND"
"Rose Hill",59375,"NC","Electric utility non-cogen","PV","SUN"
"Roseburg Forest Products Biomass",56469,"CA","Industrial cogen","ST","WDS"
"Roseburg LFG",57911,"OR","Electric utility non-cogen","IC","LFG"
"Roseman",62130,"IA","Electric utility non-cogen","WT","WND"
"Rosemary Power Station",50555,"NC","Electric utility","CA","DFO"
"Rosemount Community Solar",60714,"MN","Electric utility non-cogen","PV","SUN"
"Roseton Generating Facility",8006,"NY","Electric utility non-cogen","ST","NG,RFO"
"Roseville Energy Park",56298,"CA","Electric utility","CA,CT","NG"
"Roseville Power Plant #2",7452,"CA","Electric utility","GT","NG,DFO"
"Roseville Solar",62114,"CA","Electric utility non-cogen","PV","SUN"
"Rosewater Wind Farm",62891,"IN","Electric utility non-cogen","WT","WND"
"Rosewood Solar",61520,"NC","Electric utility non-cogen","PV","SUN"
"Ross",6202,"WA","Electric utility","HY","WAT"
"Ross Hall Central Utility Plant",63478,"DC","Commercial cogen","GT","NG"
"Roswell Solar, LLC",60406,"NM","Electric utility non-cogen","PV","SUN"
"Roth Rock North Wind Farm, LLC",57240,"MD","Electric utility non-cogen","WT","WND"
"Roth Rock Wind Farm LLC",57239,"MD","Electric utility non-cogen","WT","WND"
"Rothschild Biomass Cogen Facility",58124,"WI","Electric utility","ST","NG,WDS"
"Rotor Clip",61751,"NJ","Electric utility non-cogen","PV","SUN"
"Round Butte",3050,"OR","Electric utility","HY","WAT"
"Roundhouse Wind Energy Project",63133,"WY","Industrial non-cogen","WT","WND"
"Roundtop",58715,"PA","Electric utility non-cogen","IC","NG"
"Rousselot Inc",50955,"MA","Industrial cogen","ST","NG,PG"
"Route 14A CDG Solar North and South LLC",62580,"NY","Electric utility non-cogen","PV","SUN"
"Route 57 Solar",59031,"MA","Electric utility non-cogen","PV","SUN"
"Route 66 Wind Plant",58681,"TX","Electric utility non-cogen","WT","WND"
"Route 76 Boone Solar 1",64018,"IL","Electric utility non-cogen","PV","SUN"
"Rowan",7826,"NC","Electric utility non-cogen","CA,GT,CT","NG,DFO"
"Rowesville Rd Plant",7480,"SC","Electric utility","GT","NG"
"Roxboro",2712,"NC","Electric utility","ST","BIT,DFO"
"Roxboro Farm",58340,"NC","Electric utility non-cogen","PV","SUN"
"Roxboro Solar Farm, LLC",61288,"NC","Electric utility non-cogen","PV","SUN"
"Royal Solar",59831,"NC","Electric utility non-cogen","PV","SUN"
"Royal Wine Corp Solar Power Plant",60781,"NJ","Industrial non-cogen","PV","SUN"
"Roza",6407,"WA","Electric utility","HY","WAT"
"Rubart",58255,"KS","Electric utility","IC","NG"
"Rudy Solar, LLC",59410,"CA","Electric utility non-cogen","PV","SUN"
"Ruff Solar LLC",62594,"NC","Electric utility non-cogen","PV","SUN"
"Rugby Wind Power Project",57097,"ND","Electric utility non-cogen","WT","WND"
"Rumford Cogeneration",10495,"ME","Electric utility cogen","ST","SLW,WDS,BIT,BLQ,TDF,RFO"
"Rumford Falls Hydro Facility",10493,"ME","Electric utility non-cogen","HY","WAT"
"Rumford Power LLC",55100,"ME","Electric utility non-cogen","CT","NG"
"Runway  Solar Farm",62397,"SC","Electric utility","PV","SUN"
"Rush Creek",357,"CA","Electric utility","HY","WAT"
"Rush Creek Wind",60619,"CO","Electric utility","WT","WND"
"Rush Island",6155,"MO","Electric utility","ST","RC,DFO"
"Rush Springs Wind",60592,"OK","Electric utility non-cogen","WT","WND"
"Ruskin Solar",60922,"NC","Electric utility non-cogen","PV","SUN"
"Russell City Energy Center",56467,"CA","Electric utility non-cogen","CA,CT","NG"
"Russell D Smith",56694,"WA","Electric utility","HY","WAT"
"Russell Downtown",1319,"KS","Electric utility","IC","NG,DFO"
"Russell Energy Center",7930,"KS","Electric utility","GT","NG"
"Rutan",58449,"CA","Electric utility non-cogen","PV","SUN"
"Rutgers Biomedical and Health Cogen",50411,"NJ","Commercial cogen","GT","NG"
"Rutherford Farm",59589,"NC","Electric utility non-cogen","PV","SUN"
"Ruthton Ridge LLC",55571,"MN","Electric utility non-cogen","WT","WND"
"Rutland",3723,"VT","Electric utility","GT","DFO"
"Ruxton Park",495,"CO","Electric utility","HY","WAT"
"Ryan",2194,"MT","Electric utility","HY","WAT"
"Ryegate Power Station",51026,"VT","Electric utility non-cogen","ST","WDS"
"Ryegrass Windfarm",57427,"ID","Electric utility non-cogen","WT","WND"
"S A Carlson",2682,"NY","Electric utility","GT,ST","NG"
"S C Moore",2351,"NH","Electric utility non-cogen","HY","WAT"
"S D Warren Westbrook",50447,"ME","Industrial cogen","HY,ST","WAT,WDS,BIT,RFO"
"S E Hazelton A",50896,"ID","Electric utility non-cogen","HY","WAT"
"S O Purdom",689,"FL","Electric utility","CT","NG"
"S W Bailey",85,"AK","Electric utility","IC","DFO"
"S&P Windfarm LLC",56208,"MN","Electric utility non-cogen","WT","WND"
"SABIC Innovative Plastics Mt. Vernon",58063,"IN","Industrial cogen","GT","NG"
"SAF Hydroelectric LLC",57665,"MN","Electric utility non-cogen","HY","WAT"
"SAS Solar Farm",56915,"NC","Electric utility non-cogen","PV","SUN"
"SC 1 Data Center, Phase 2",59074,"CA","Commercial non-cogen","IC","DFO"
"SC Landfill Energy LLC",57843,"NJ","Electric utility non-cogen","IC","LFG"
"SCA Cogen 2",7551,"CA","Electric utility","CA,GT,CT","NG"
"SCCCD - Clovis Community College",63021,"CA","Electric utility non-cogen","PV","SUN"
"SCCCD - Fresno Community College",63068,"CA","Electric utility non-cogen","PV","SUN"
"SCDA Solar 1",61006,"CA","Electric utility non-cogen","PV","SUN"
"SCE&G Curie CSG",61432,"SC","Electric utility non-cogen","PV","SUN"
"SCE&G Nimitz CSG",61433,"SC","Electric utility non-cogen","PV","SUN"
"SCE&G Springfield CSG",61434,"SC","Electric utility non-cogen","PV","SUN"
"SCE-Snowline-Duncan Road (North)",59359,"CA","Electric utility non-cogen","PV","SUN"
"SCE-Snowline-Duncan Road (South)",59360,"CA","Electric utility non-cogen","PV","SUN"
"SCE-Snowline-White Rd (Central)",59423,"CA","Electric utility non-cogen","PV","SUN"
"SCE-Snowline-White Road (North)",59422,"CA","Electric utility non-cogen","PV","SUN"
"SCE-Snowline-White Road (South)",59421,"CA","Electric utility non-cogen","PV","SUN"
"SCS American Bottoms 009885 Sauget, LLC",64362,"IL","Electric utility non-cogen","PV","SUN"
"SCS Beltway 011754 Rock Falls, LLC",64364,"IL","Electric utility non-cogen","PV","SUN"
"SDCCD - Miramar",59138,"CA","Electric utility non-cogen","PV","SUN"
"SDCWA - Twin Oaks",59139,"CA","Electric utility non-cogen","PV","SUN"
"SECCRA Community Landfill",56873,"PA","Commercial non-cogen","IC","LFG"
"SEGS IX",10446,"CA","Electric utility non-cogen","ST","NG,SUN"
"SEGS VIII",10444,"CA","Electric utility non-cogen","ST","NG,SUN"
"SELCO Communitiy Solar",64060,"MA","Electric utility","PV","SUN"
"SEMASS Resource Recovery",50290,"MA","Electric utility non-cogen","ST","NG,MSN,DFO,MSB"
"SEPV 1",58073,"CA","Electric utility non-cogen","PV","SUN"
"SEPV 18",59730,"CA","Electric utility non-cogen","PV","SUN"
"SEPV 2",58074,"CA","Electric utility non-cogen","PV","SUN"
"SEPV 8",58234,"CA","Electric utility non-cogen","PV","SUN"
"SEPV Imperial Dixieland East",60745,"CA","Electric utility non-cogen","PV","SUN"
"SEPV Imperial Dixieland West",60744,"CA","Electric utility non-cogen","PV","SUN"
"SEPV Mojave West",59740,"CA","Electric utility non-cogen","PV","SUN"
"SEPV Palmdale East",59273,"CA","Electric utility non-cogen","PV","SUN"
"SEPV9 Power Plant",58227,"CA","Electric utility non-cogen","PV","SUN"
"SEV NM Phase 2",58479,"NM","Electric utility non-cogen","PV","SUN"
"SF Southeast Cogen Plant",57971,"CA","Commercial non-cogen","IC","OBG"
"SFDK Solar",62649,"CA","Electric utility non-cogen","PV","SUN"
"SID Solar I, LLC",60108,"NC","Electric utility non-cogen","PV","SUN"
"SIUC",57928,"IL","Commercial cogen","ST","BIT"
"SJ/SC WPCP",56080,"CA","Commercial cogen","IC","NG,DFO,OBG"
"SJA Solar LLC-Solterra Monastery CSG",60391,"MA","Electric utility non-cogen","PV","SUN"
"SL Babylon",61487,"NY","Electric utility non-cogen","PV","SUN"
"SMMPA Methane Energy Facility",57903,"MN","Electric utility","IC","LFG"
"SMPA Solar 1 Community Solar",58547,"CO","Electric utility non-cogen","PV","SUN"
"SMUD at Fleshman",57671,"CA","Electric utility non-cogen","PV","SUN"
"SMUD at Grundman",57669,"CA","Electric utility non-cogen","PV","SUN"
"SMUD at Lawrence",57753,"CA","Electric utility non-cogen","PV","SUN"
"SMUD at Van Conett",57670,"CA","Electric utility non-cogen","PV","SUN"
"SPA Cogen 3",7552,"CA","Electric utility","CA,CT","NG"
"SPI Anderson 2",59658,"CA","Industrial cogen","ST","WDS,NG"
"SPS1 Dollarhide",57736,"NM","Electric utility non-cogen","PV","SUN"
"SPS2 Jal",57737,"NM","Electric utility non-cogen","PV","SUN"
"SPS3 Lea",57738,"NM","Electric utility non-cogen","PV","SUN"
"SPS4 Monument",57739,"NM","Electric utility non-cogen","PV","SUN"
"SPS5 Hopi",57740,"NM","Electric utility non-cogen","PV","SUN"
"SR Arlington II",62367,"GA","Electric utility non-cogen","PV","SUN"
"SR Camden",59947,"AR","Electric utility non-cogen","PV","SUN"
"SR Hazlehurst",59535,"GA","Electric utility non-cogen","PV","SUN"
"SR Houston",60853,"MS","Electric utility non-cogen","PV","SUN"
"SR Innovation - NIKE PV",61332,"TN","Electric utility non-cogen","PV","SUN"
"SR Jenkins Ft Lupton",60023,"CO","Electric utility non-cogen","PV","SUN"
"SR Jonesborough",62173,"TN","Electric utility non-cogen","PV","SUN"
"SR Kersey",61314,"CO","Electric utility non-cogen","PV","SUN"
"SR Kersey II",63586,"CO","Electric utility non-cogen","PV","SUN"
"SR Mavericks",60283,"CO","Electric utility non-cogen","PV","SUN"
"SR Odom",63814,"GA","Electric utility non-cogen","PV","SUN"
"SR Platte Solar Farm",61462,"CO","Electric utility non-cogen","PV","SUN"
"SR Rattlesnake",64152,"CO","Electric utility non-cogen","PV","SUN"
"SR Skylark B",60497,"CO","Electric utility non-cogen","PV","SUN"
"SR Skylark C",63587,"CO","Electric utility non-cogen","PV","SUN"
"SR Terrell",62058,"GA","Electric utility non-cogen","PV","SUN"
"SRI International Cogen Project",50537,"CA","Commercial cogen","GT","NG"
"SSD Clackamas 1, LLC",63961,"OR","Electric utility non-cogen","PV","SUN"
"SSD Clackamas 4, LLC",63962,"OR","Electric utility non-cogen","PV","SUN"
"SSD Clackamas 7, LLC",63963,"OR","Electric utility non-cogen","PV","SUN"
"SSD Marion 1, LLC",63964,"OR","Electric utility non-cogen","PV","SUN"
"SSD Marion 3, LLC",63958,"OR","Electric utility non-cogen","PV","SUN"
"SSD Marion 5, LLC",63959,"OR","Electric utility non-cogen","PV","SUN"
"SSD Marion 6, LLC",63960,"OR","Electric utility non-cogen","PV","SUN"
"STAG St. Paul Project CSG",63178,"MN","Electric utility non-cogen","PV","SUN"
"SV CSG Lily Lake 2 LLC",64330,"IL","Electric utility non-cogen","PV","SUN"
"SVEP Solar Project Company",58144,"VT","Electric utility non-cogen","PV","SUN"
"SX Landfill Energy LLC",57846,"NJ","Electric utility non-cogen","IC","LFG"
"Sabattus Solar LLC",62596,"NC","Electric utility non-cogen","PV","SUN"
"Sabert Solar",60810,"NJ","Electric utility non-cogen","PV","SUN"
"Sabetha Power Plant",1320,"KS","Electric utility","IC","NG,DFO"
"Sabine",3459,"TX","Electric utility","ST","NG,DFO"
"Sabine Cogen",55104,"TX","Electric utility cogen","CA,CT","NG"
"Sabine River Works",10789,"TX","Industrial cogen","CA,CT","NG,OG"
"Sacket Lake Rd #1 Community Solar Farm",62158,"NY","Electric utility non-cogen","PV","SUN"
"Sacket Lake Rd #2 Community Solar Farm",62159,"NY","Electric utility non-cogen","PV","SUN"
"Sacramento (SMUD)",59323,"CA","Electric utility non-cogen","PV","SUN"
"Sacramento Fairbain Water Treatment Plant",58636,"CA","Electric utility non-cogen","PV","SUN"
"Sacramento Regional County Sanitation PV",61209,"CA","Electric utility non-cogen","PV","SUN"
"Sacramento Soleil LLC",56875,"CA","Electric utility non-cogen","PV","SUN"
"Saddle Mountain Solar I",58213,"AZ","Electric utility non-cogen","PV","SUN"
"Saddleback Ridge Wind Farm",58608,"ME","Electric utility non-cogen","WT","WND"
"Sadiebrook NC Solar",62102,"NC","Electric utility non-cogen","PV","SUN"
"Sadiebrook Solar, LLC",60719,"SC","Electric utility non-cogen","PV","SUN"
"Safe Harbor",3175,"PA","Electric utility non-cogen","HY","WAT"
"Sagamore Plant Cogeneration",50903,"IN","Industrial cogen","ST","NG"
"Sage Draw Wind",62620,"TX","Electric utility non-cogen","WT","WND"
"Sage Solar I-III",62399,"UT","Electric utility non-cogen","PV","SUN"
"Sagebrush Power Partners",56858,"WA","Electric utility non-cogen","WT","WND"
"Sagitta Community Solar",61708,"MN","Electric utility non-cogen","PV","SUN"
"Saguaro",118,"AZ","Electric utility","GT","NG"
"Saguaro Power",54271,"NV","Electric utility cogen","CA,CT","NG"
"Saint Agnes Medical Center",54800,"CA","Commercial cogen","GT","NG"
"Saint Albans Solar",61928,"VT","Electric utility non-cogen","PV","SUN"
"Saint Catherine of Siena Medical Center",62003,"NY","Commercial non-cogen","IC","DFO"
"Saint Johns Health Center",50610,"CA","Commercial cogen","GT","NG"
"Saint Marys Falls",1865,"MI","Electric utility","HY","WAT"
"Saint Marys Hospital Power Plant",54262,"MN","Commercial cogen","GT,IC,ST","NG,DFO"
"Salem Electric Department",56519,"VA","Electric utility","IC","DFO"
"Salem Energy Systems LLC",54984,"NC","Electric utility non-cogen","GT","LFG"
"Salem Harbor Station NGCC",60903,"MA","Electric utility non-cogen","CA,CT","NG"
"Salem Smart Power Center",60441,"OR","Electric utility","BA","MWH"
"Salem Street Dept",56289,"VA","Commercial non-cogen","IC","DFO"
"Salem Water Plant",56288,"VA","Commercial non-cogen","IC","DFO"
"Salina",2982,"OK","Electric utility","PS","WAT"
"Salinas River Cogeneration",50865,"CA","Electric utility cogen","GT","NG"
"Salisbury",3724,"VT","Electric utility","HY","WAT"
"Salisbury Solar",61128,"NC","Electric utility non-cogen","PV","SUN"
"Salmon Creek 1",65,"AK","Electric utility","HY","WAT"
"Salmon Diesel",817,"ID","Electric utility","IC","DFO"
"Salmon Falls",50702,"ME","Electric utility","HY","WAT"
"Salmon Falls Wind Park",56441,"ID","Electric utility non-cogen","WT","WND"
"Salt Fork Wind Project, LLC",60657,"TX","Electric utility non-cogen","WT","WND"
"Salt Lake Energy Systems",56554,"UT","Electric utility non-cogen","IC","LFG"
"Salt Palace Solar Gen Plant",58006,"UT","Electric utility non-cogen","PV","SUN"
"Salt Springs",279,"CA","Electric utility","HY","WAT"
"Salt Valley Wind Plant",7965,"NE","Electric utility","WT","WND"
"Salton Sea Power Gen Co - Unit 2",10879,"CA","Electric utility non-cogen","ST","GEO"
"Salton Sea Power Gen Co - Unit 3",10759,"CA","Electric utility non-cogen","ST","GEO"
"Salton Sea Power Gen Co - Unit 4",54996,"CA","Electric utility non-cogen","ST","GEO"
"Salton Sea Power Gen Co Unit 1",10878,"CA","Electric utility non-cogen","ST","GEO"
"Salton Sea Power LLC - Unit 5",55983,"CA","Electric utility non-cogen","ST","GEO"
"Saluda Dam",3267,"SC","Electric utility non-cogen","HY","WAT"
"Saluda Lexington",3293,"SC","Electric utility","HY","WAT"
"Saluda Solar II",61323,"SC","Electric utility non-cogen","PV","SUN"
"Saluda Solar, LLC",60535,"SC","Electric utility non-cogen","PV","SUN"
"Sam Rayburn",3631,"TX","Electric utility","GT,CT,IC","NG,DFO"
"Sam Rayburn Dam",6413,"TX","Electric utility","HY","WAT"
"Samarcand Solar Farm, LLC",58805,"NC","Electric utility non-cogen","PV","SUN"
"Sampson County Disposal",57492,"NC","Electric utility non-cogen","IC","LFG"
"Sampson Road Community Solar",61308,"MA","Electric utility non-cogen","PV","SUN"
"Sampson Solar",61096,"NC","Electric utility non-cogen","PV","SUN"
"Samuel Mickle School",64096,"NJ","Electric utility non-cogen","PV","SUN"
"San Antonio Regional Hospital",50234,"CA","Commercial cogen","IC","NG"
"San Antonio West Solar Rooftop",57904,"CA","Electric utility non-cogen","PV","SUN"
"San Diego State University",50061,"CA","Commercial cogen","CA,PV,CT","NG,SUN"
"San Dimas",6646,"CA","Electric utility","HY","WAT"
